code,hierarchy,name,description
subj:14005001,3,suicide,Death by one's own hand 
subj:14006000,2,family,A group of individuals related by blood or marriage 
subj:14006001,3,parent and child,Two or more individuals with a hierarchical familial relationship 
subj:14006002,3,adoption,A legal process of bringing a child with no supporting parents into a supportive union 
subj:14006003,3,marriage,"The union of two individuals who pledge fidelity, respect and support for each other "
subj:14006004,3,divorce,The process by which a marriage is dissolved 
subj:14006005,3,sex,The classification of individuals as either male or female. Or conjugal relationship between two individuals. 
subj:14006006,3,courtship,Preliminaries of wooing and winning a partner 
subj:14007000,2,family planning,Conscious decisions and efforts involving reproduction 
subj:14008000,2,health insurance,Insurance covering extraordinary medical costs 
subj:14009000,2,homelessness,Lacking a fixed place of residence 
subj:14010000,2,minority group,"A group of people classified by race, language, religion or other characteristic numerically smaller than others of the same classification "
subj:14010001,3,gays and lesbians,Those that consider themselves attracted to their same gender in an erotic or sensual or similar way. 
subj:14010002,3,national or ethnic minority,"Groups of people that form a minority on ethnic or national basis, their status, problems and relations to the majority "
subj:14011000,2,pornography,Audio or visual depictions of various sex related acts considered outside accepted community standards 
subj:14012000,2,poverty,Having insufficient resources to provide for basic services to oneself or family 
subj:14013000,2,prostitution,"Sex for sale, either male or female, and those who profit from it "
subj:14014000,2,racism,Harmful attitudes toward another group based on racial differences 
subj:14015000,2,welfare,"Generally government help for those in need of food, housing health and other services "
subj:14016000,2,abortion,Usually the planned disruption of the process of reproduction of human life 
subj:14017000,2,missing person,A person who is not where they are expected to be for a period of time 
subj:14017001,3,missing due to hostilities,"People, both civilian and military, missing during or after hostilities "
subj:14018000,2,long term care,Extensive health care because of serious illness or disability 
subj:14019000,2,juvenile delinquency,Incidents involving perpetrators who are minors. 
subj:14020000,2,nuclear radiation victims,Includes antinuclear movements and compensation for atomic blast victims. 
subj:14021000,2,slavery,"The involuntary servitude, outside of legal incarceration for statuary criminal offences, of men, women and children, including involuntary unpaid labour, coerced actions, child labour "
subj:14022000,2,abusive behaviour,"The maltreatment of one or more individuals by others through dehumanizing treatment including sexual or mental abuse, deprivation of sensory abilities, deprivation of physical needs, physical mistreatment including beatings, and other forms of torture "
subj:14023000,2,death and dying,Dying is the route to death. Death is the state you are in when there are no signs that you can function as a human being either physically or mentally 
subj:14024000,2,people,"Individuals as a whole, sometimes broken down into various classes, such as indigenous people, people of class etc "
subj:14024001,3,children,"Immature people, usually up to the age of puberty "
subj:14024002,3,infants,"Those people from birth until ages of one or two, usually when they begin walking "
subj:14024003,3,teen-agers,People aged 13 to 19 years of age 
subj:14024004,3,adults,People aged 20 and above 
subj:14024005,3,senior citizens,People aged 60 or 65 and older 
subj:14025000,2,social issues (general),"Issues affecting a number of individuals in their daily lives like housing, food, education, personal relationships "
subj:14025001,3,social conditions,"Conditions under which people live in terms of housing, water supply, availability of education "
subj:14025002,3,social problems,"Issues affecting the lives of individuals such as housing, education nutrition, communication etc "
subj:14025003,3,discrimination,"Denial of services to one or more people because of race, colour, sexual identity, religion, political beliefs etc "
subj:14025004,3,social services,Government supported programs to improve the well-being of individuals or groups of individuals 
subj:14025005,3,death penalty policies,National or international polices regarding death sentences 
subj:14026000,2,ordnance clearance,"The removal or neutralization of ordnance such as landmines or cluster bombs, remaining after a war or armed conflict "
subj:14027000,2,reconstruction,"The reconstruction of economy, infrastructure and property, as well as life in general, after a war or natural disaster "
subj:15000000,1,sport,Competitive exercise involving physical effort. Organizations and bodies involved in these activities. 
subj:15001000,2,aero and aviation sport,"Parachuting, freefall (parapente, delta-plane), gliding, aerostat, motorised flight (airplane, ultra light craft, helicopter) "
subj:15001001,3,parachuting,"Parachuting competitions: precision landings, voltige, individual and team "
subj:15001002,3,sky diving,Parachuting competitions involving sky-diving 
subj:15002000,2,alpine skiing,Skiing downhill on snow-covered slopes as fast as possible. The slopes contain intermediate gates which are spaced according to the discipline involved 
subj:15002001,3,downhill,Skiing at top speed down a steep slope with interspersed turns but no gates. The fastest wins. 
subj:15002002,3,giant slalom,"Skiing down a slope, but with more turns and bends than in super-G skiing. The fastest wins. "
subj:15002003,3,super G,"Skiing down a steep slope, but with more turns and bends than in the downhill. The fastest wins. "
subj:15002004,3,slalom,Skiers must zig-zag their way down a slope with closely positioned gates which they must negotiate. It is run over two legs with the combined fastest winning. 
subj:15002005,3,combined,"Race, usually competed over two days that combines a downhill leg and a slalom leg rewarding the most complete skiers. Combined fastest time wins. "
subj:15003000,2,American football,Team ball game that opposes two teams that have attack sections and defence sections. Each attack goes up against the other defence and attempts to move an oval-shaped ball down the field and into the end-zone to mark a touchdown and earn points. 
subj:15003001,3,(US) National Football League (NFL) (North American),The association of professional American football teams 
subj:15004000,2,archery,Archers use bows and arrows to aim at targets 1.22 metres in diameter which are on average 70 metres distant. 
subj:15005000,2,"athletics, track and field","Competitions involving foot races, jumping and throwing which can be on a track inside a stadium or on outside roads "
subj:15006000,2,badminton,Two players or two teams of two compete by hitting a shuttlecock weighing approximately five grams over a high net. The aim for each player/team is to prevent the shuttlecock landing on their side of the court. 
subj:15007000,2,baseball,A game between two teams of nine played on an enclosed ground. The team which scores the most points wins. A point is scored when a player runs around the ground marked out by four bases. 
subj:15008000,2,basketball,Game played between two teams of five - points are scored by placing the large inflated ball into a net fixed on a ring 3.05m above the ground. 
subj:15008001,3,National Basketball Association (North American Professional),"The NBA is the umbrella organisation running professional basketball in the United States. The NBA is made up of two conferences (east and west), four divisions (Atlantic and Central for the East, and Midwest and Pacific for the west). "
subj:15009000,2,biathlon,A combination of cross country skiing and target shooting in a pursuit format. 
subj:15010000,2,"billiards, snooker and pool",A game played on a flat table covered with a cloth (baize) where players hit balls according to specific rules using a wooden cue. 
subj:15011000,2,bobsleigh,"In bobsleigh two or four persons race down a course sitting in a sled that consists of a main hull, a frame, two axles and sets of runners. The total time of all heats in a competition is added together to determine the winner. "
subj:15012000,2,bowling,A game in which a player scores points by trying to knock down ten 'pins' using a ball - if unsuccessful the player has a second attempt. A game consists of ten frames. 
subj:15013000,2,bowls and petanque,"A game in which players throw bowls at a target, the winner being the player who lands closest. "
subj:15014000,2,boxing,Combat sport in which two men/women fight using only their fists covered by padded gloves in a square ring measuring 6m a side. The fight is usually split into 12 rounds of three minutes each. 
subj:15015000,2,canoeing and kayaking,races in either 'white' or 'dead' water 
subj:15016000,2,climbing,mountain sports 
subj:15017000,2,cricket,"Ball sport involving two teams of 11 players, balls, bats and wickets. The aim is to score as many runs as possible, and to get the opposing team 'out'. A 'run' involves a player running between two wickets. The opposing team try to get their rivals 'out' "
subj:15018000,2,curling,"A game played on ice with large flat round stones. A player throws the stone, aiming at a target. Team mates of the player who has thrown the stone can sweep the ice in front of the stone to help smooth its path towards the target. "
subj:15019000,2,cycling,A race over a given distance on bicycles. 
subj:15020000,2,dancing,Dancing competition where couples are judged on technique and interpretation. 
subj:15021000,2,diving,Competitors dive off a fixed or spring board and are assessed by seven judges giving marks up to ten for their acrobatic moves. 
subj:15022000,2,equestrian,Sport involving a horse and rider. 
subj:15023000,2,fencing,Combat sport using a sword or foil. 
subj:15024000,2,field Hockey,A ball sport involving two teams of 11 players using curved sticks. The aim is to score as many goals as possible. 
subj:15025000,2,figure Skating,To obtain the best marks possible from nine judges who award scores after two prepared sections - both skated to music - during which competitors must attempt to achieve the greatest possible harmony between artistic flair and technical precision. 
subj:15026000,2,freestyle Skiing,"Competitors perform a series of breathtaking acrobatic leaps from a prepared jump. Combined with moguls, jumps and ski ballet. "
subj:15027000,2,golf,Competitors attempt to hit a small white ball with different clubs around a course of 18 holes varying in distance. The object is to make the fewest strokes possible. 
subj:15028000,2,gymnastics,A sport consisting of a variety of disciplines in which gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 disciplines for men and 4 for women. 
subj:15029000,2,handball (team),A ball game using the hands contested by two teams of seven trying to throw the ball into the opponents goal. 
subj:15030000,2,"horse racing, harness racing",Mounted horse races. 
subj:15031000,2,ice hockey,Two teams of six heavily padded skaters try and outscore each other by hitting a puck into the opponents goal. 
subj:15031001,3,National Hockey League (North American),Teams from the US and Canada make up the North American continents top league. 
subj:15032000,2,Jai Alai (Pelota),"Because of the game organization, the proper identification of a specific game may require the combination of 2 subject details "
subj:15033000,2,judo,A defensive martial art. 
subj:15034000,2,karate,"A martial art where chops, punches, kicks and throws are used to defeat an opponent. "
subj:15035000,2,lacrosse,Two teams of helmeted and padded players try and outscore each other using a netted stick and hard ball. 
subj:15036000,2,luge,Luge (French word for sled) is competed in singles or doubles. The competitor(s) lay on their back(s) on an open sled and race down a course. The competitor(s) and the sled must be in contact when passing the finishing line. 
subj:15037000,2,marathon,"A road race where competitors run 42.195km, generally through city streets "
subj:15038000,2,modern pentathlon,"The Modern Pentathlon comprises five events run over a single day in the following order: shooting, fencing, swimming, horse riding and running. "
subj:15039000,2,motor racing,Motor racing where speed and trusty mechanics are key 
subj:15039001,3,Formula One,Single cockpit car racing where 20 or so competitors race head to head over varied circuits around the world to win Grand Prix points in an individual and constructors championship 
subj:15040000,2,motor rallying,"A season of endurance races over closed circuits including dirt tracks, roads and even snowy conditions featuring specials using adapted road cars with a driver and co-pilot. "
subj:15041000,2,motorcycling,"Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars "
subj:15041005,3,moto-cross,Raced over dirt tracks featuring severe mounds 
subj:15042000,2,netball,A woman's sport similar to basketball without a board behind the basket 
subj:15043000,2,nordic skiing,Practiced in snowy countryside and based on power and endurance. There are classic and free style events with mass or staggered starts. 
subj:15044000,2,orienteering,An individual time-trial over a route marked out by beacons. The competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map 
subj:15045000,2,polo,"With the aid of a mallet two teams of four horsemen try and knock a bamboo ball into the opponents goal over a pitch 250m long and 150m wide. The game is divided into 4, 6, or 8 time periods of 7min 30sec called chukkas. "
subj:15046000,2,power boating,Races between motor boats on rivers or lakes 
subj:15047000,2,rowing,"Boat racing usually on flat calm waters with boats for 1, 2, 4 or 8 rowers "
subj:15048000,2,rugby league,Two teams of 13 compete on a pitch where they score tries and penalties by running with and passing an oval ball to be touched down behind the goal line or kicked between goal posts in a tough physical contest 
subj:15049000,2,rugby union,Two teams of 15 compete on a pitch where they score tries and penalties by running with and passing an oval ball to be touched down behind the goal line or kicked between goal posts in a tough physical contest 
subj:15050000,2,sailing,Sail boat racing over a route marked by buoys. 
subj:15051000,2,shooting,"Precision sport using a hand gun, rifle or shotgun "
subj:15052000,2,ski jumping,"Competitors descend a snow covered elevated ramp on skis and try to fly off it as far as possible, receiving marks for distance, style of flight and landing "
subj:15053000,2,snow boarding,Practiced with a single board (rather than two skis) 
subj:15054000,2,soccer,Two teams of eleven try to kick or head a ball into the opponents goal over a match usually of 90 minutes 
subj:15055000,2,softball,"Similar to baseball but with a larger and softer ball, a thinner bat, shorter gaps between bases and less innings "
subj:15056000,2,speed skating,Timed races competed by two skaters at a time on an oval ice track 
subj:15057000,2,speedway,Fast track 
subj:15058000,2,sports organisations,Organisations responsible for a specific sport 
subj:15059000,2,squash,A racket sport of strategy and endurance played by singles or doubles teams in a walled court with a small rubber ball 
subj:15060000,2,sumo wrestling,A combat sport of speed and rapidity with much ceremony where two contestants try to throw or slap a competitor out of a marked area. Generally practiced in Japan by large men. 
subj:15061000,2,surfing,Water sport where contestants catch and ride waves upright on a surfboard 
subj:15062000,2,swimming,A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home 
subj:15063000,2,table tennis,"A racket sport for two or four (in doubles), who compete at a table divided by a net using a small bat to play a lightweight ball "
subj:15064000,2,Taekwon-Do,A martial art of Korean origin 
subj:15065000,2,tennis,"A sport where two players, four in doubles, equipped with a racket compete by hitting the ball over a net into the opponent's side of the court with the aim of putting it out of reach within the regulation lines, thus winning points. "
subj:15066000,2,triathlon,"An endurance multi-sport where competitors first swim, then cycle and then run a road race. Distances vary according to the competition, the Olympic version being 1.5, 40 and 10km respectively. "
subj:15067000,2,volleyball,"Two teams of six record points by hitting a ball over a net into the opponent's half of the court, keeping it in the air at all times. Points are won when opponents fail to return the ball. "
subj:15067001,3,beach volleyball,"Two teams of two players compete on a sand court. Unlike indoor volleyball, points are scored only when the serving team wins a rally or forces an error. The sand surface makes it more physically demanding than volleyball. "
subj:15068000,2,water polo,"Played in a pool between two teams of 7, who must stay afloat and can only use one hand to pass the ball or swim with it before trying to throw it into the opponents net to score goals. "
subj:15069000,2,water skiing,On one or two skis contestants are pulled by a power boat along the water's surface 
subj:15070000,2,weightlifting,A strength test where competitors lift as heavy a weight as possible 
subj:15071000,2,windsurfing,Contestants must complete a marked out course as fast as possible on a windsurf board 
subj:15072000,2,wrestling,"Combat sport where each wrestler attempts to win over his adversary, by holding both shoulders on the ground (fall) long enough to be in control. Points can also be decisive. "
subj:15073000,2,sports event,Sports meeting 
subj:15073001,3,Summer Olympics,Summer Olympics 
subj:15073002,3,Winter Olympics,Winter Olympics 
subj:15073003,3,Summer universiade,Summer universiade 
subj:15073004,3,Winter Universiade,Winter Universiade 
subj:15073005,3,Commonwealth Games,Commonwealth Games 
subj:15073006,3,Winter Goodwill Games,Winter Goodwill Games 
subj:15073007,3,Summer Asian Games,Summer Asian Games 
subj:15073008,3,Winter Asian Games,Winter Asian Games 
subj:15073009,3,Panamerican Games,Panamerican Games 
subj:15073010,3,African Games,African Games 
subj:15073011,3,Mediterranean Games,Mediterranean Games 
subj:15073012,3,SouthEast Asiatic Games,SouthEast Asiatic Games 
subj:15073013,3,PanPacific Games,PanPacific Games 
subj:15073014,3,SouthPacific Games,SouthPacific Games 
subj:15073015,3,PanArabic Games,PanArabic Games 
subj:15073016,3,Summer Goodwill Games,Summer Goodwill Games 
subj:15073017,3,World games,A competition featuring world class athletes 
subj:15073018,3,World Cup,Sports meeting with competitors from the five continents 
subj:15073019,3,intercontinental cup,Sports meeting bringing together competitors from different continents 
subj:15073020,3,continental cup,Sports meeting where competitors come from a single continent 
subj:15073021,3,international cup,Sports meeting where competitors come from several nations 
subj:15073022,3,National Cup,Sports meeting where competitors come from a single nation 
subj:15073023,3,interregional cup,Sports meeting where competitors come from several regions 
subj:15073024,3,regional cup,Sports meeting where competitors come from a single region 
subj:15073025,3,league cup,A competition within a sports league 
subj:15073026,3,world championship,A championship where competitors from the five continents take part 
subj:15073027,3,intercontinental championship,A championship where competitors from the different continents take part 
subj:15073028,3,continental championship 1st level,A championship where top level competitors from a single continent take part 
subj:15073031,3,national championship 1st level,A championship where top level competitors from a single nation take part 
subj:15073035,3,regional championship,A championship where competitors from a single region take part 
subj:15073036,3,Grand Prix,"High level sports competition, most often motor racing "
subj:15073037,3,intercontinental tournament,Tournament where competitors from several continents take part 
subj:15073038,3,continental tournament,Tournament where competitors from a single continent take part 
subj:15073039,3,international tournament,Tournament where competitors from several nations take part 
subj:15073040,3,national tournament,Tournament where competitors from a single nation take part 
subj:15073041,3,inter-nations competition,Tournament where athletes from several nations take part 
subj:15073042,3,inter-clubs competition,Tournament where competitors from several clubs take part 
subj:15073043,3,friendly competition,Sports played but not in a tournament 
subj:15073044,3,all-stars competition,Competition between teams made up of invited stars 
subj:15073045,3,exhibition,demonstration 
subj:15073046,3,Super Bowl,The American football final that determines the champion 
subj:15073047,3,paralympic games,Olympic style Games for athletes with a disability 
subj:15074000,2,rodeo,A discipline where wild horses or bulls must be mounted and mastered 
subj:15075000,2,mini golf sport,A game where balls must be holed on an artificial course in as few strokes from the club as possible 
subj:15076000,2,bandy,"Played outdoors on ice. The size of the ice rink is about the size of a soccer field. Skates like ice hockey. A small hard ball is used for playing. Players play with sticks, much like in ice hockey, but the sticks are shorter and more rounded. "
subj:15077000,2,flying disc,A group of events all played with a flying plastic disc. The exact regulation for the disc is different in different events but it has to be unbroken of solid plastic and a production model with no modification. Flying disc is sometimes called Frisbee. 
subj:15078000,2,floorball,"Played indoors in a court the size of a basketball court. 6 players per team, of which one is a who plays in a kneeling position without a stick like in ice hockey. The other players use plastic clubs and a light plastic ball to pass and shoot goals. "
subj:15079000,2,casting,Using fishing equipment to hit a target and score points 
subj:15080000,2,tug-of-war,Two teams pulling against each other on a rope 
subj:15081000,2,croquette,Using mallets to hit a ball through hoops 
subj:15082000,2,dog racing,Dogs racing around a track 
subj:15083000,2,skeleton,In skeleton the competitor lays on his/hers stomach when racing down the course. The competitor must be on the sled when crossing the finishing line. The total time of all races in a competition is added together. 
subj:15084000,2,Australian rules football,Football played under Australian rules 
subj:15085000,2,Canadian football,Football played under Canadian rules 
subj:15086000,2,duathlon,Duathlon 
subj:15087000,2,hornuss,Swiss team sport with 16 or 18 men per team. A rubber puck is hit towards the field of the adversary team which tries to hit the puck in the air with a wooden board thrown in the air 
subj:15088000,2,fist ball,Men's team sport similar to volleyball (with a much lower net) executed mainly in gymnastics clubs 
subj:15089000,2,inline skating,Competitive sports using inline skates 
subj:15090000,2,grass ski,Alpine skiing on roller skis and grass 
subj:15091000,2,snowbiking,"Individual sport on snow on a snow bike, the athlete has two mini skis, previous name: ski bob "
subj:15092000,2,twirling,Team competition with majorettes and a jury 
subj:15093000,2,kendo,"Japanese traditional martial art using a bamboo sword, sometimes called Japanese fencing. (Programme of National Sports Festival in Japan) "
subj:15094000,2,jukendo,Japanese traditional martial art using a model rifle made of wood. *Juken* means a rifle or gun with blade (bayonet). (Programme of National Sports Festival in Japan) 
subj:15095000,2,naginata,Japanese traditional martial art using a pole sword made of wood. *Naginata* means a spear with a curved blade. (Programme of National Sports Festival in Japan) 
subj:15096000,2,kyudo,"Japanese traditional martial art using a bamboo bow and arrows, sometimes called Japanese archery. (Programme of National Sports Festival in Japan) "
subj:15097000,2,kabaddi,"The attacking side scores by touching, and the side to guard scores by capturing. The attacker continues calling it *kabaddi*. "
subj:15098000,2,sepak takraw,The game like volleyball which must not use a hand. The ball made of rattan is used. (Programme of National Sports Festival in Japan) 
subj:15099000,2,wushu,"Generally, Chinese traditional martial art. (Programme of National Sports Festival in Japan) "
subj:15100000,2,darts,Two players compete by throwing metal darts at a wall-mounted circular board divided radially into segments of different scores 
subj:15101000,2,bodybuilding,A person displays pronounced muscle tone and exaggerated muscle mass and definition for overall aesthetic effect 
subj:15102000,2,sports disciplinary action,"Actions, including fines and suspensions levied by sports organisations and teams "
subj:15103000,2,sports awards,Awards and honors given by sports organisations or won by sports figures 
subj:16000000,1,"unrest, conflicts and war",Acts of socially or politically motivated protest and/or violence. 
subj:16001000,2,act of terror,"Act of violence, often deadly, designed to raise fear and anxiety in a population "
subj:16002000,2,armed conflict,"Disputes between opposing groups involving the use of weaponry, but not formally declared a war "
subj:16003000,2,civil unrest,"Dissatisfaction among the general population as evidenced by rallies, strikes, demonstrations or sabotage "
subj:16003001,3,revolutions,An often violent change in a nation's system of government by internal forces that results in systematic social change. 
subj:16003002,3,rebellions,"Armed uprising by citizens of a nation with the intent to overthrow the government, without necessarily achieving social change "
subj:16003003,3,political dissent,"Disagreement between political groups, usually organized and sometimes resulting in imprisonment of the dissenters "
subj:16003004,3,religious conflict,Conflicts involving religious differences 
subj:16003005,3,social conflict,Conflicts involving social differences 
subj:16004000,2,coup d'etat,"The overthrow of an established government by an organized group, often the military or a political party "
subj:16005000,2,guerrilla activity,"Anti-government actions by clandestine groups using hit-and-run techniques or sabotage, kidnapping and the like "
subj:16005001,3,bioterrorism,"Use of biological agent to raise the level of fear within a population, whether deaths occur or not. "
subj:16005002,3,bombings,"Use of explosive devices against people, buildings or structures "
subj:16006000,2,massacre,The death of a large group of people over a brief period of time 
subj:16006001,3,genocide,"Systematic killing of one clan, tribe or ethnic type by another "
subj:16007000,2,riots,"Violent, destructive demonstrations often involving injury to individuals and destruction of property "
subj:16008000,2,demonstration,"A public show of feeling or opinion, as by a mass meeting or parade "
subj:16009000,2,war,A formal declaration of hostilities by one country against another 
subj:16009001,3,civil war,"Armed conflict between members of the same nation or geographical region, in some cases with a desire to divide the nation or region. "
subj:16009002,3,international military intervention,Temporary use of international forces by invitation or by a decision of an outside body in another country or region for the purpose of resolving a crisis. 
subj:16009003,3,prisoners and detainees,People captured and imprisoned by their enemy during war or armed conflict 
subj:16010000,2,conflict (general),"A dispute which can be at several levels, "
subj:16010001,3,peacekeeping force,Varied national military forces under unified international command to maintain order in disputed areas. 
subj:16011000,2,crisis,"Conflict of all kinds that rises to a level where, depending on events, governments can fall, war be declared or stock markets crash, or not "
subj:16012000,2,weaponry,Armaments of all types used to conduct war 
subj:17000000,1,weather,"The study, reporting and prediction of meteorological phenomena. "
subj:17001000,2,forecast,Prediction of the course of the weather in the future either near term or long term 
subj:17002000,2,global change,"The determination whether the Earth is getting warm, or colder, whether seas are rising or falling and the like "
subj:17003000,2,report,Any distributed announcement about the weather 
subj:17004000,2,statistic,"Numerical facts about the weather such as temperature, barometric pressure, river levels, humidity, high and low tides and the like "
subj:17005000,2,warning,Alerts to the general populace about severe weather coming their way 
