code,name,hierarchy,final_description
subj:09000000,labour,1,"Name: labour
Description: Social aspects, organizations, rules and conditions affecting the employment of human effort for the generation of wealth or provision of services and the economic support of the unemployed. 
Keywords: workforce dynamics, employment legislation, trade unions, labor market trends, collective bargaining, occupational health and safety, minimum wage policy, unemployment benefits, industrial relations, job security, workplace diversity, employee rights, labour economics, social insurance, career development, work-life balance, vocational training, employment equity, labor strikes, human resource management, economic inequality, job creation programs, worker's compensation, labor law compliance, retirement planning, workplace discrimination, employment standards, living wage debates, job market forecasting, employee welfare schemes, labor activism, skill acquisition, automation impact on jobs, youth employment, precarious work, right to work, underemployment, workplace harassment policies, labor dispute resolution, social security systems, maternity and paternity leave, flexible working hours, gig economy"
subj:09001000,apprentices,2,"Name: apprentices
Description: People who are in the work force at a learning level, serving under a master "
subj:09002000,collective contract,2,"Name: collective contract
Description: Usually written contracts covering a specific class of worker "
subj:09002001,contract issue-wages,3,"Name: contract issue-wages
Description: Element of contracts and contract discussions centring on remuneration "
subj:09002002,contract issue-healthcare,3,"Name: contract issue-healthcare
Description: Element of contracts and contract discussions centring on health care issues "
subj:09002003,contract issue-work rules,3,"Name: contract issue-work rules
Description: Element of contracts and contract discussions centring on rules affecting issues such as lunch and other breaks, work shifts, vacation scheduling, seniority, sick leave etc. "
subj:09003000,employment,2,"Name: employment
Description: Paid labour "
subj:09003001,labor market,3,"Name: labor market
Description: A pool of people who are working or are seeking work "
subj:09003002,job layoffs,3,"Name: job layoffs
Description: The reduction of a company's work force through dismissal because of changing economic factors "
subj:09003003,child labor,3,"Name: child labor
Description: Employment of children, usually under the age of 18 "
subj:09003004,occupations,3,"Name: occupations
Description: Generally one's trade, profession or business although professions are usually such things as lawyers and doctors, and occupations are such as clerks or truckers "
subj:09004000,labour dispute,2,"Name: labour dispute
Description: Differences of opinion about work conditions, pay, etc "
subj:09005000,labour legislation,2,"Name: labour legislation
Description: Laws governing work and labour "
subj:09006000,retirement,2,"Name: retirement
Description: The years after work "
subj:09007000,retraining,2,"Name: retraining
Description: Providing a worker training in new skills when his old skills are no longer applicable "
subj:09008000,strike,2,"Name: strike
Description: A job action involving cessation of work "
subj:09009000,unemployment,2,"Name: unemployment
Description: Lack of paid work "
subj:09010000,unions,2,"Name: unions
Description: Groups established to represent bodies of workers "
subj:09011000,wage and pension,2,"Name: wage and pension
Description: Parts of a salary divided for current income and future income "
subj:09011001,employee benefits,3,"Name: employee benefits
Description: Either benefits provided to an employee by a company, such as pensions, health insurance; or monetary compensation paid by a government to the jobless usually called unemployment benefits "
subj:09011002,social security,3,"Name: social security
Description: FICA. Money paid by individual and companies into a government account to be paid out when that individual reaches a certain age "
subj:09012000,work relations,2,"Name: work relations
Description: The give and take between management and labour "
subj:09013000,health and safety at work,2,"Name: health and safety at work
Description: Rules and procedures for guaranteeing the health of workers "
subj:09014000,advanced training,2,"Name: advanced training
Description: Additional training to enhance current skills "
subj:09015000,employer,2,"Name: employer
Description: The person who employs workers and pays the salaries and other benefits to workers "
subj:09016000,employee,2,"Name: employee
Description: A person who trades his time and talent for money and other benefits "
subj:10000000,lifestyle and leisure,1,"Name: lifestyle and leisure
Description: Activities undertaken for pleasure, relaxation or recreation outside paid employment, including eating and travel. 
Keywords: outdoor adventures, cultural experiences, luxury travel, family vacations, restaurant reviews, culinary tours, wellness retreats, extreme sports, leisure activities, hiking trails, beach getaways, world cuisine, home gardening, music festivals, road trips, sustainable tourism, spa holidays, wine tasting, craft hobbies, photography tours, book clubs, yoga retreats, fishing excursions, budget traveling, art galleries, amusement parks, romantic escapes, volunteer travel, solo journeys, ecotourism, pet-friendly vacations, gourmet dining, historical landmarks, weekend workshops, city breaks, cruise vacations, local festivals, urban exploration, wildlife safaris, cooking classes, scenic roadways, farm stays, vintage shopping, digital detox, mountain biking, meditation retreats, glamping, marathons, collecting hobbies, island hopping, treasure hunting, hot air ballooning, coffee culture tours, gaming conventions, water sports, national parks, eco gardening, winter sports, performance arts, foodie adventures, heritage trails, adventure parks, picnicking, miniature painting, RV traveling, camping sites, surf retreats, bridal showers, pilgrimage tours, stargazing events, rural exploration, cookout barbecues, dance workshops"
subj:10001000,game,2,"Name: game
Description: Contests generally for ones amusement "
subj:10001002,chess,3,"Name: chess
Description: A game played on a chequered board with 16 pieces to each side with specific ranges of movement depending on their identity "
subj:10002000,gaming and lottery,2,"Name: gaming and lottery
Description: Gambling, often involving selection of sets of numbers one expects to come up "
subj:10003000,gastronomy,2,"Name: gastronomy
Description: The art of good eating "
subj:10003001,organic foods,3,"Name: organic foods
Description: Food which is grown using no artificial fertilizers or chemical compounds "
subj:10004000,hobby,2,"Name: hobby
Description: Various types of activities for amusement, such as collecting stamps, building models, quilting, crafts "
subj:10004001,DIY,3,"Name: DIY
Description: DIY - do it yourself. Normally the construction, repair or maintenance of residential property by an amateur "
subj:10004002,shopping,3,"Name: shopping
Description: Consumer purchasing and related trends, but not the business aspects of retailing "
subj:10004003,gardening,3,"Name: gardening
Description: The non-commercial aspects of landscaping, growing plants, trees and other vegetation that gives pleasure to the gardener and others "
subj:10005000,holiday or vacation,2,"Name: holiday or vacation
Description: Leisure travel to a single location and/or country over a short period of time "
subj:10006000,tourism,2,"Name: tourism
Description: Leisure travel involving visits to a number of locations and/or countries over an extended period of time, often as part of an organized group "
subj:10007000,travel and commuting,2,"Name: travel and commuting
Description: Transport options, travel networks, commuting, car pooling and business travel "
subj:10007001,traffic,3,"Name: traffic
Description: Traffic reports and/or warnings "
subj:10008000,club and association,2,"Name: club and association
Description: Organizations joined by individuals because of similar interests "
subj:10009000,lifestyle (house and home),2,"Name: lifestyle (house and home)
Description: Unique culture of ones own home "
subj:10010000,leisure (general),2,"Name: leisure (general)
Description: Activities carried out in ones' spare time "
subj:10011000,public holiday,2,"Name: public holiday
Description: A day or days set off for celebration "
subj:10012000,hunting,2,"Name: hunting
Description: An activity involving the use of weapons or traps for the capturing of animals "
subj:10013000,fishing,2,"Name: fishing
Description: An activity involving the use of baits, lures, weapons and traps for the capture of aquatic species "
subj:10014000,auto trends,2,"Name: auto trends
Description: The evolution of the automobile "
subj:10015000,adventure,2,"Name: adventure
Description: Expeditions, daring feats, exploration, record-breaking, risk-associated events "
subj:10017000,consumer issue,2,"Name: consumer issue
Description: Shopping, products for the home, relevant surveys, product recalls "
subj:10018000,wedding,2,"Name: wedding
Description: The marriage ceremony and the events that surround it - showers, rehearsal, parties, honeymoon, etc. "
subj:11000000,politics,1,"Name: politics
Description: Local, regional, national and international exercise of power, or struggle for power, and the relationships between governing bodies and states. 
Keywords: elections, campaigns, legislation, diplomacy, treaties, government policies, political parties, voting rights, political scandals, leadership elections, political debates, senate proceedings, house of representatives, parliamentary sessions, international summits, peace negotiations, sanctions, political ideologies, civil rights, political activism, lobbying, political representation, municipal governance, county politics, state politics, national interests, foreign policy, military strategy, constitutional law, judiciary decisions, executive orders, political reforms, bilateral relations, geopolitical tensions, political transitions, regime change, electoral systems, democratic processes, autocratic governance, political movements, grassroots organizing, caucuses and primaries, political conventions, suffrage, legislative committees, budget hearings, policy making, party platforms, incumbency, political figures, diplomatic corps, consulates and embassies, ambassadors, state sovereignty, nation-building, gubernatorial races, mayoral contests, city councils, political patronage, super PACs, political donations, voter turnout, ward politics, political rallies, public administration, international law, political ethics, referendums, devolution, coalition governments, proxy wars, political alliances, third-party politics, left-wing politics, right-wing politics, moderate politics, political spectrums, political campaigns"
subj:11001000,defence,2,"Name: defence
Description: Anything involving the defence of one's own country "
subj:11001001,veterans affairs,3,"Name: veterans affairs
Description: Care and provision for those who served in the military "
subj:11001002,national security,3,"Name: national security
Description: The philosophy of securing a nation and its borders, as well as the well being of its citizens "
subj:11001003,security measures,3,"Name: security measures
Description: Means of making a nation, a state, a building or a person secure from harm and outside interference. "
subj:11001004,armed Forces,3,"Name: armed Forces
Description: Those employed by a government to conduct war, or to enforce the security of a nation "
subj:11001005,military equipment,3,"Name: military equipment
Description: Equipment issued to members of the armed forces "
subj:11001006,firearms,3,"Name: firearms
Description: Anything that uses an explosive in a directed manner to propel an object that can maim or kill "
subj:11001007,biological and chemical weapons,3,"Name: biological and chemical weapons
Description: Devices using biological agents, or chemical mixtures to disable, maim or kill an opponent "
subj:11001008,missile systems,3,"Name: missile systems
Description: Anything that propels an inert, explosive, biological or chemical object through the air with the aim of disabling, maiming or killing an opponent. "
subj:11001009,nuclear weapons,3,"Name: nuclear weapons
Description: Weapons that use controlled radioactivity from the decay of certain elements to disable, maim or kill an opponent "
subj:11002000,diplomacy,2,"Name: diplomacy
Description: The use of verbal and written skills for persuading others to your point of view "
subj:11002001,summit,3,"Name: summit
Description: Includes meetings of leaders, foreign and finance ministers from the Group of Eight major nations and Group of Seven industrialized nations. "
subj:11002002,international relations,3,"Name: international relations
Description: Non-violent relations between nations through negotiation, treaty, or personal meetings "
subj:11002003,peace negotiations,3,"Name: peace negotiations
Description: Negotiations intended to bring an end to a conflict "
subj:11002004,alliances,3,"Name: alliances
Description: Coalitions of like-minded groups formed to present a stronger force against any challenges "
subj:11003000,election,2,"Name: election
Description: The selection of representatives by the casting of votes "
subj:11003001,political candidates,3,"Name: political candidates
Description: Individuals who are chosen to stand for office "
subj:11003002,political campaigns,3,"Name: political campaigns
Description: Campaigns for public office "
subj:11003003,campaign finance,3,"Name: campaign finance
Description: The money that makes campaigns for public office possible "
subj:11003004,national elections,3,"Name: national elections
Description: Choosing individuals for government at a national level "
subj:11003005,regional elections,3,"Name: regional elections
Description: Choosing individuals for government at a regional level "
subj:11003006,local elections,3,"Name: local elections
Description: Choosing individuals for government at the basic level, whether city, village or county "
subj:11003007,voting,3,"Name: voting
Description: The act of selecting an individual you would like to represent your interests in government "
subj:11003008,poll,3,"Name: poll
Description: Periodic measurement of a political candidate's standing with the public "
subj:11003009,european elections,3,"Name: european elections
Description: Choosing individuals for a body which is at a higher level than national government, e.g. European parliament "
subj:11003010,primary,3,"Name: primary
Description: Preliminary elections on a local or regional basis leading up to a regional or national election "
subj:11004000,espionage and intelligence,2,"Name: espionage and intelligence
Description: Covert collection of information "
subj:11005000,foreign aid,2,"Name: foreign aid
Description: Help provided by one nation to another "
subj:11005001,economic sanction,3,"Name: economic sanction
Description: Punitive actions taken by one country against another including trade restrictions, embargoes etc. "
subj:11006000,government,2,"Name: government
Description: The system for ruling a country "
subj:11006001,civil and public service,3,"Name: civil and public service
Description: The paid service by civilians for the government, and the often non-paid service of individuals for the benefit of others (public service) "
subj:11006002,safety of citizens,3,"Name: safety of citizens
Description: Government policies to protect the well being of its citizens "
subj:11006003,think tank,3,"Name: think tank
Description: Group that undertakes political research and issue position papers, recommendations etc "
subj:11006004,national government,3,"Name: national government
Description: The ruling body of a nation "
subj:11006005,executive (government),3,"Name: executive (government)
Description: That portion of a ruling body involving the overall operation of government "
subj:11006006,heads of state,3,"Name: heads of state
Description: Symbolic or actual chief representative of a nation, such as royalty, or president or emir, for example "
subj:11006007,government departments,3,"Name: government departments
Description: Divisions of a government that concentrate on specific areas such as health, welfare, economy or war "
subj:11006008,public officials,3,"Name: public officials
Description: Individuals, usually elected, who are in public service or commonly in the public eye. "
subj:11006009,ministers (government),3,"Name: ministers (government)
Description: Heads of various government departments at one level, also known as secretaries. At another level they form a legislative body. The chief minister is either prime minister or premier. "
subj:11006010,public employees,3,"Name: public employees
Description: People employed by a government at all levels "
subj:11006011,privatisation,3,"Name: privatisation
Description: The privatisation of state-owned companies or property "
subj:11006012,nationalisation,3,"Name: nationalisation
Description: State takeover of private companies or property "
subj:11006013,impeachment,3,"Name: impeachment
Description: The process of bringing a public official before a tribunal to answer charges of wrongdoing "
subj:11007000,human rights,2,"Name: human rights
Description: Rights entitled to be enjoyed by all citizens universally "
subj:11008000,local authority,2,"Name: local authority
Description: Authorities at city, county state or borough level "
subj:11009000,parliament,2,"Name: parliament
Description: The collective body of elected officials representing the people "
subj:11009001,upper house,3,"Name: upper house
Description: Senior chamber of a legislative body "
subj:11009002,lower house,3,"Name: lower house
Description: The lower chamber of a legislative body "
subj:11010000,parties and movements,2,"Name: parties and movements
Description: Covers both formally recognized and informal political associations "
subj:11010001,non government organizations (NGO),3,"Name: non government organizations (NGO)
Description: Groups officially outside of government that lobby, demonstrate or campaign on a wide range of issues such as economics, environment healthcare etc. "
subj:11011000,refugee,2,"Name: refugee
Description: A person seeking shelter in another country because of some fear of persecution in his own country "
subj:11012000,regional authority,2,"Name: regional authority
Description: Government bodies at levels encompassing more than one jurisdiction, e.g. the Delaware River Basin Commission "
subj:11013000,state budget and tax,2,"Name: state budget and tax
Description: The national budget as promulgated by the government "
subj:11013001,public finance,3,"Name: public finance
Description: The money of government used for paying for public programs and services and public debt "
subj:11015000,constitution,2,"Name: constitution
Description: Usually a written document setting forth the operations of a government and the rights of the citizens therein "
subj:11016000,interior policy,2,"Name: interior policy
Description: Government policies affecting internal affairs of a country "
subj:11016001,data protection,3,"Name: data protection
Description: Efforts to protect personal information in either written, oral or electronic form "
subj:11016002,housing and urban planning,3,"Name: housing and urban planning
Description: Systematic planning of urban and suburban areas and the housing within those areas "
subj:11016003,pension and welfare,3,"Name: pension and welfare
Description: Government policies affecting the well being of its citizens through unemployment benefits, state pensions and other similar payments "
subj:11016006,personal data collection,3,"Name: personal data collection
Description: The collection, by government or other entities of information on individuals "
subj:11016007,planning inquiries,3,"Name: planning inquiries
Description: Public hearings or planning inquiries on proposed constructions, e.g. Construction of water driven power station in a National Park. "
subj:11017000,migration,2,"Name: migration
Description: Movement of one body of persons from one place to another "
subj:11018000,citizens initiative and recall,2,"Name: citizens initiative and recall
Description: Political suggestions by non-government officials for corrective action, or for changes in existing rules and regulations "
subj:11019000,referenda,2,"Name: referenda
Description: Political proposals, laws and actions suggested by non-government officials to be voted on by the entire voting body "
subj:11020000,nuclear policy,2,"Name: nuclear policy
Description: Government policies as regards to use of nuclear fuels for power production or weapons "
subj:11021000,lobbying,2,"Name: lobbying
Description: The attempt by non-government bodies and individual to affect the outcome of legislation through verbal, or other, persuasion "
subj:11022000,regulatory policy and organisation,2,"Name: regulatory policy and organisation
Description: The rules and bodies, both national and international, that govern conflict of interest and good practice regulations. "
subj:11023000,censorship,2,"Name: censorship
Description: Attempts by any group to control freedoms of speech, religion, and ideas distributed in print, graphics, cyberspace and other ways. Does not include official standards such as cinema ratings, advertising and broadcast standards. "
subj:11024000,politics (general),2,"Name: politics (general)
Description: The art or science of participating in the affairs of government, a state of political party "
subj:11024001,political systems,3,"Name: political systems
Description: Systems designed to provide order to government "
subj:11024002,democracy,3,"Name: democracy
Description: Government in which the people hold the power either directly, or through elected officials. "
subj:11024003,political development,3,"Name: political development
Description: The creation and rise of political systems and the history of the people and nations that are associated with those systems. "
subj:11025000,freedom of the press,2,"Name: freedom of the press
Description: Mass media rights and freedoms, pressure and intimidation of the journalists, censorship in mass media, activities of government bodies, journalistic associations and/or organizations and other NGOs in regards to press freedom "
subj:11026000,freedom of religion,2,"Name: freedom of religion
Description: Religious rights and freedoms, pressure and intimidation of the believers, censorship in mass media, activities of government bodies, journalistic associations and/or organizations and other NGOs in regards to freedom of belief and practice "
subj:11027000,treaty,2,"Name: treaty
Description: A treaty (as defined by the Vienna Convention on the Law of Treaties) is a written agreement between international entities that is binding under international law. "
subj:11028000,international organisation,2,"Name: international organisation
Description: Includes organisations with members and functions that cross international borders, and may include intergovernmental organisations of sovereign nations. "
subj:12000000,religion and belief,1,"Name: religion and belief
Description: All aspects of human existence involving theology, philosophy, ethics and spirituality. 
Keywords: theology, spirituality, faith, doctrine, dogma, divinity, philosophy of religion, worship, belief systems, rituals, religious ethics, sacred texts, spiritual practices, agnosticism, atheism, secularism, mythology, religious history, ecumenism, interfaith dialogue, religious diversity, spiritual growth, moral philosophy, theodicy, eschatology, proselytism, reformation, religious extremism, mysticism, pilgrimage, meditation, prayer, sacraments, ordination, clericalism, monasticism, veneration, deism, pantheism, monotheism, polytheism, animism, syncretism, karma, dharma, soteriology, heresy, blasphemy, saints, religious persecution, secular ethics, religious symbolism, transcendentalism, religious plurality, theological discourse, apologetics, holy sites, religious ceremonies, gospel, prophecy, spiritual enlightenment, religious fundamentalism, pastoral care, creationism, iconography"
subj:12001000,cult and sect,2,"Name: cult and sect
Description: Offshoots of established religious bodies, or small narrow-focused group promulgated by one or two individuals "
subj:12002000,belief (faith),2,"Name: belief (faith)
Description: The established beliefs of an individuals religion "
subj:12002002,scientology,3,"Name: scientology
Description: Believe that man is a spiritual being endowed with abilities well beyond those which he normally envisages; he's able to solve his own problems, accomplish his goals and gain lasting happiness. "
subj:12003000,freemasonry,2,"Name: freemasonry
Description: A secret international society based on the principles of brotherhood, charity and mutual aid "
subj:12006000,values,2,"Name: values
Description: Personal levels of social behaviour "
subj:12006001,ethics,3,"Name: ethics
Description: A system of beliefs about acceptable behaviour "
subj:12006002,corrupt practices,3,"Name: corrupt practices
Description: Any action which is harmful to others "
subj:12007000,church and state relations,2,"Name: church and state relations
Description: The legal and social division between religious institutions and the affairs of state "
subj:12008000,philosophy,2,"Name: philosophy
Description: Different thoughts about the way the world works "
subj:12009000,christianity,2,"Name: christianity
Description: Those that use Jesus Christ and his teachings as their centre of belief "
subj:12009001,protestant,3,"Name: protestant
Description: General term for christian churches and religious communities which developed through the reformation in the 16th century "
subj:12009010,roman catholic,3,"Name: roman catholic
Description: Biggest christian church worldwide tracing its origins back to Jesus Christ "
subj:12009012,orthodoxy,3,"Name: orthodoxy
Description: Eastern rite churches which are characterised by their continuity with the apostolic church, their liturgy and their territorial churches, mainly in eastern and south-eastern Europe and the Middle East "
subj:12010000,islam,2,"Name: islam
Description: Those who use Allah and his teachings as their centre of belief "
subj:12011000,judaism,2,"Name: judaism
Description: A group believing in one god, basing their beliefs on written scriptures and the Talmud, including the first coming of the Messiah "
subj:12012000,buddhism,2,"Name: buddhism
Description: A major Asian religion founded by Buddha in the 6th century BC in India and preaching that right thinking and self denial will lead to a divine state without desire "
subj:12013000,hinduism,2,"Name: hinduism
Description: A religious and social system, believing in a caste system with the Brahmans the highest and untouchables the lowest. "
subj:12014000,religious festival or holiday,2,"Name: religious festival or holiday
Description: Holy day or day of observance in a religion which sometimes is a public holiday as well "
subj:12014001,christmas,3,"Name: christmas
Description: Christian festival in commemorating the birth of Jesus Christ "
subj:12014002,easter,3,"Name: easter
Description: Christian festival in commemorating the resurrection of Jesus Christ "
subj:12014004,ramadan,3,"Name: ramadan
Description: Holy month of fasting in Islam "
subj:12014005,yom kippur,3,"Name: yom kippur
Description: Most solemn of Jewish religious holidays, observed on the 10th day of the lunar month of tishri (in the course of September and October, when Jews seek reconciliation with god "
subj:12015000,religious leader,2,"Name: religious leader
Description: Person or persons who have a ritual, juridical or otherwise leading role in their respective church or religion "
subj:12015001,pope,3,"Name: pope
Description: Head of the roman catholic church worldwide "
subj:12016000,nature religion,2,"Name: nature religion
Description: Worship of natural elements like fire, water, trees, mountains "
subj:12017000,taoism,2,"Name: taoism
Description: Indigenous religio-philosophical tradition that has shaped Chinese life for more than 2000 years "
subj:12018000,shintoism,2,"Name: shintoism
Description: Indigenous religious beliefs and practices of Japan. The word Shinto came into use in order to distinguish indigenous Japanese beliefs from Buddhism. "
subj:12019000,sikhism,2,"Name: sikhism
Description: The religion of an Indian group, combining Hindu and Islamic elements, founded in the Punjab (or Panjab) in the late 15th century AD by Guru Nanak. "
subj:12020000,jainism,2,"Name: jainism
Description: A religion of India that teaches a path to spiritual purity and enlightenment through a disciplined mode of life founded upon the tradition of ahimsa, non-violence to all living creatures. It began in the 7th-5th century BC. "
subj:12021000,parsasm,2,"Name: parsasm
Description: A religion in India following the Iranian prophet Zoroaster, mainly in Bombay, but also in Karachi (Pakistan). "
subj:12022000,confucianism,2,"Name: confucianism
Description: The way of life propagated by Confucius in the 6th-5th century BC and followed by the Chinese people for more than 2000 years. Its influence has extended to Korea, Japan, and Vietnam. "
subj:12023000,religious text,2,"Name: religious text
Description: Scriptures holy or important for a church or religion "
subj:12023001,bible,3,"Name: bible
Description: Sacred scriptures of Christianity consisting of the old and new testament "
subj:12023002,qur'an,3,"Name: qur'an
Description: Holy book of Islam "
subj:12023003,torah,3,"Name: torah
Description: Holy scriptures of Judaism "
subj:12024000,interreligious dialogue,2,"Name: interreligious dialogue
Description: Any form of communication between religions "
subj:12025000,religious event,2,"Name: religious event
Description: News regarding a religious event but not a festival or holiday "
subj:12025001,catholic convention,3,"Name: catholic convention
Description: A catholic convention "
subj:12025002,protestant convention,3,"Name: protestant convention
Description: A protestant convention "
subj:12025004,ritual,3,"Name: ritual
Description: Established religious rituals such as mass, baptism, prayer meetings "
subj:12026000,concordat,2,"Name: concordat
Description: Treaty between the Holy See and another country for the regulation of ecclesiastical affairs in the territory of the latter "
subj:12027000,ecumenism,2,"Name: ecumenism
Description: Relations between christian churches "
subj:13000000,science and technology,1,"Name: science and technology
Description: All aspects pertaining to human understanding of nature and the physical world and the development and application of this knowledge 
Keywords: scientific research, technological advancements, quantum computing, biotechnology, nanotechnology, artificial intelligence, machine learning, space exploration, theoretical physics, clinical trials, renewable energy, robotics engineering, genetic engineering, cybersecurity developments, virtual reality, augmented reality, blockchain technology, physiological studies, material science, sustainable technologies, neuroscience discoveries, big data analytics, environmental science, climate change solutions, astrophysics phenomena, marine biology, pharmaceutical innovations, solar power systems, information technology trends, cosmological research, human-computer interaction, data mining technologies, evolutionary biology, scientific breakthroughs, wireless communication tech, automation systems, internet of things (IoT), medical devices, stem cell research, chemical engineering, particle physics, earth sciences, meteorology study, digital transformation, computational models, fusion energy, aerospace developments, genome sequencing, agricultural science, archaeological discoveries, forensic technologies, planetary science, electronics and circuits, 3D printing applications, infectious diseases research, theoretical computer science, optical engineering, electromagnetic studies, geophysical explorations"
subj:13001000,applied science,2,"Name: applied science
Description: Stories about putting scientific knowledge to practical uses in the fields of the medical sciences, agriculture, domestic sciences as well as trades and crafts "
subj:13001001,physics,3,"Name: physics
Description: The study of the properties and changes of matter "
subj:13001002,chemistry,3,"Name: chemistry
Description: The study of the composition and reaction of substances "
subj:13001003,cosmology,3,"Name: cosmology
Description: Study of the organization and structure of the universe "
subj:13001004,particle physics,3,"Name: particle physics
Description: The study of elementary particles and atomic nuclei through the use of high-energy particles "
subj:13002000,engineering,2,"Name: engineering
Description: Stories about putting scientific knowledge to practical uses in the fields of civil, electrical, mechanical and chemical engineering "
subj:13002001,material science,3,"Name: material science
Description: The study of materials used in manufacturing "
subj:13003000,human science,2,"Name: human science
Description: Sociology, psychology, anthropology and political science "
subj:13003001,social sciences,3,"Name: social sciences
Description: The study of people living in groups, as families, tribes and communities "
subj:13003002,history,3,"Name: history
Description: The study of human events of the past "
subj:13003003,psychology,3,"Name: psychology
Description: The study of the human mind and mental and emotional processes "
subj:13003004,sociology,3,"Name: sociology
Description: The study of human social relations, organization and change "
subj:13003005,anthropology,3,"Name: anthropology
Description: The study of human beings in groups or societies "
subj:13004000,natural science,2,"Name: natural science
Description: Astronomy, astrophysics, physics, chemistry, earth sciences, palaeontology, biological sciences, botany and zoology, as well as mathematics "
subj:13004001,geology,3,"Name: geology
Description: The study of Earth's physical processes "
subj:13004002,paleontology,3,"Name: paleontology
Description: The study of ancient animals "
subj:13004003,geography,3,"Name: geography
Description: The study of the surface of Earth and its political divisions "
subj:13004004,botany,3,"Name: botany
Description: The study of plants "
subj:13004005,zoology,3,"Name: zoology
Description: The study of animals "
subj:13004006,physiology,3,"Name: physiology
Description: The study of vital processes of living organisms "
subj:13004007,astronomy,3,"Name: astronomy
Description: The study of the stars and planets "
subj:13004008,biology,3,"Name: biology
Description: The study of living organisms "
subj:13005000,philosophical science,2,"Name: philosophical science
Description: Philosophy, logic and ethics, among others "
subj:13006000,research,2,"Name: research
Description: Methodical investigation of events, procedures etc to explain why they occur, or to find solutions for problems "
subj:13006001,survey,3,"Name: survey
Description: Examination of public attitudes on various subjects or issues, such as the quality of goods, the value of services etc. "
subj:13007000,scientific exploration,2,"Name: scientific exploration
Description: Methodical land, sea and space journeys to discover new information about them "
subj:13008000,space programme,2,"Name: space programme
Description: The government's organized effort for the exploration of outer space and the bodies therein "
subj:13009000,science (general),2,"Name: science (general)
Description: Establishing and systematizing information about nature and the physical world through observation, experimentation and hypothesis "
subj:13010000,technology (general),2,"Name: technology (general)
Description: The study of the practical or industrial arts, and applied sciences such as physics, hydrodynamics and thermodynamics "
subj:13010001,rocketry,3,"Name: rocketry
Description: The development of rockets "
subj:13010002,laser,3,"Name: laser
Description: The development and use of light amplification by stimulated emission of radiation "
subj:13011000,standards,2,"Name: standards
Description: The rules, national and international, that govern science and technology. These might include international standards setting for equipment and interference standards. "
subj:13012000,animal science,2,"Name: animal science
Description: Science involving animals "
subj:13013000,micro science,2,"Name: micro science
Description: The multi-disciplinary areas of nanotechnology and Micro-Electrical Mechanical Systems. "
subj:13014000,marine science,2,"Name: marine science
Description: The multi-disciplinary research areas involving the worlds' waterways and oceans. This could include hyper-spectral sensing of ice flows, fisheries studies and underwater research. "
subj:13015000,weather science,2,"Name: weather science
Description: All scientific aspects of the weather and climate. "
subj:13016000,electronics,2,"Name: electronics
Description: The branch of engineering or physics concerned with the controlled flow of electrons or other carriers of electric charges, especially in semiconductor devices, including the design, manufacture, and maintenance of electronic devices "
subj:13017000,identification technology,2,"Name: identification technology
Description: Includes biometrics, new computer-based identification cards, retinal scans, face scanning and mobile augmented reality systems (MARS) and other ways technology can identify individuals. Also technology vs. the privacy of personal information. "
subj:13018000,mathematics,2,"Name: mathematics
Description: The study of quantities and shapes and their symbolic relationships. "
subj:13019000,biotechnology,2,"Name: biotechnology
Description: Manipulating natural organisms for scientific, medical or agricultural purposes "
subj:13020000,agricultural research and technology,2,"Name: agricultural research and technology
Description: Pertaining to the growing of crops and management of farm animals "
subj:13021000,nanotechnology,2,"Name: nanotechnology
Description: Manipulating objects at the molecular scale "
subj:13022000,IT/computer sciences,2,"Name: IT/computer sciences
Description: The study and design of computer systems and networks. "
subj:13023000,scientific institutions,2,"Name: scientific institutions
Description: Institutions that carry out or govern scientific work (e.g. National Academy of Arts and Sciences ) "
subj:14000000,social issue,1,"Name: social issue
Description: Aspects of the behaviour of humans affecting the quality of life. 
Keywords: poverty, inequality, human rights, racial discrimination, gender discrimination, social justice, child welfare, unemployment, homelessness, mental health, drug abuse, domestic violence, education gap, climate change, hunger, healthcare access, disability rights, living wages, immigration, child labor, bullying, elder abuse, corruption, police brutality, LGBTQ issues, religious freedom, digital divide, food deserts, environmental justice, prison reform, veterans' affairs, gun violence, addiction, social exclusion, obesity epidemic, teen pregnancy, civic engagement, voting rights, gender pay gap, access to education, urban decay, gentrification, refugee crisis, cyberbullying, internet privacy, freedom of speech, animal rights, sustainable development, water scarcity, air pollution, recycling issues, conservation efforts, childhood obesity, renewable energy, public transportation, affordable housing, racial profiling, food insecurity, substance abuse, workplace harassment, cultural appropriation, digital literacy, age discrimination, juvenile justice, nuclear disarmament, media bias, academic freedom, brain drain, economic sanctions, neo-colonialism, gender roles, social mobility, birth control, death penalty, war refugees, censorship, pandemic impact"
subj:14001000,addiction,2,"Name: addiction
Description: The habitual and often uncontrollable use of harmful substances such as alcohol, tobacco and pharmaceuticals or drugs "
subj:14002000,charity,2,"Name: charity
Description: Philanthropic giving "
subj:14003000,demographics,2,"Name: demographics
Description: The study of people and here they live and how they interact "
subj:14003001,population and census,3,"Name: population and census
Description: Population is the number of people in a geographical region and census is the process of counting them "
subj:14003002,immigration,3,"Name: immigration
Description: Movement of individuals from one country to the other "
subj:14003003,illegal immigrants,3,"Name: illegal immigrants
Description: Movement of individuals from one country to the other by illicit means "
subj:14003004,emigrants,3,"Name: emigrants
Description: People who leave their country of origin, their relationship with their country of origin and their association with fellow emigrants "
