review,aspect,label
"Leczył em u pana Rafała dwa zęby i jestem zadowolony nie tylko z efektów leczenia ale co również ważne z całego procesu leczenia , w którym był em informowany o przebiegu , zagrożeniach i powodzeniu leczenia . To wszystko powodowało , że czuł em się spokojny o swoje zdrowie i uzębienie . Polecam osobom , które cenią profesjonalizm .",procesu,positive
"Leczył em u pana Rafała dwa zęby i jestem zadowolony nie tylko z efektów leczenia ale co również ważne z całego procesu leczenia , w którym był em informowany o przebiegu , zagrożeniach i powodzeniu leczenia . To wszystko powodowało , że czuł em się spokojny o swoje zdrowie i uzębienie . Polecam osobom , które cenią profesjonalizm .",profesjonalizm,positive
"Szermierka Może być [ / b ] Rzeczywiście jak na jego wiek kondycje ma imponującą , ale lubi też się tym bardzo chwalić i trochę wywyższać . Jeśli chodzi o zaliczenie to jest też na koniec pokaz w parach , niestety nie bierze go pod uwagę , a szkoda . Można mieć jedną nieobecność każda następna ocena w dół . . . .",Szermierka,positive
"W swiecie Skrzatow moze jedynie konkurowac z dr Krzeminskim : - ) Sympatyczny wykladowacca z pozytywnym nastawieniem do studenta ( zwlaszcza takiego , ktorego nie widzi : - ) ) . Zaliczyc latwo , chociaz lepiej jest sie uczyc z Gleichgewichta niz jego wykladow : - ) . Dobrze wspominam z nim algabry : P Polecam !",wykladowacca,positive
"W swiecie Skrzatow moze jedynie konkurowac z dr Krzeminskim : - ) Sympatyczny wykladowacca z pozytywnym nastawieniem do studenta ( zwlaszcza takiego , ktorego nie widzi : - ) ) . Zaliczyc latwo , chociaz lepiej jest sie uczyc z Gleichgewichta niz jego wykladow : - ) . Dobrze wspominam z nim algabry : P Polecam !",algabry,positive
"Przez cały czas trwania wizyty czuła m się bardzo dziwnie . Pan Bartkowiak nie umiał określić co mi się dzieje , odesłał na badanie , które według dwóch następnych laryngologów było zupełnie niepotrzebne . Mam bardzo mieszane uczucia co do tej wizyty . Zaletą jest to , że bez problemu wypisał mi L4 oraz receptę na przyjmowany lek .",Pan Bartkowiak,negative
"Długo zastanawiała m się nad wyborem noży kuchennych . Zależało mi na komplecie noży ze stojakiem takich które swoim wyglądem będą pasowały do wystroju nowoczesnej kuchni . W oko wpadły mi komplet Berghoffa seria Cook & Co, p om i",ze stojakiem,positive
"Wspaniały hotel , doskonałe posiłki , przemiła obsługa , czysto , elegancko jak na hotel przystało . blisko do morza , miasta . W każdy piątek doskonała atrakcja "" Grecki wieczór "" z żywą muzyką , doskonałym regionalnym greckim jedzeniem , greckim wspaniałym winem z pobliskich winnic . Kto tu przyjedzie nie będzie narzekał i nie będzie się nudził . Polecam",hotel,positive
"Wspaniały hotel , doskonałe posiłki , przemiła obsługa , czysto , elegancko jak na hotel przystało . blisko do morza , miasta . W każdy piątek doskonała atrakcja "" Grecki wieczór "" z żywą muzyką , doskonałym regionalnym greckim jedzeniem , greckim wspaniałym winem z pobliskich winnic . Kto tu przyjedzie nie będzie narzekał i nie będzie się nudził . Polecam",posiłki,positive
"Wspaniały hotel , doskonałe posiłki , przemiła obsługa , czysto , elegancko jak na hotel przystało . blisko do morza , miasta . W każdy piątek doskonała atrakcja "" Grecki wieczór "" z żywą muzyką , doskonałym regionalnym greckim jedzeniem , greckim wspaniałym winem z pobliskich winnic . Kto tu przyjedzie nie będzie narzekał i nie będzie się nudził . Polecam",obsługa,positive
"Wspaniały hotel , doskonałe posiłki , przemiła obsługa , czysto , elegancko jak na hotel przystało . blisko do morza , miasta . W każdy piątek doskonała atrakcja "" Grecki wieczór "" z żywą muzyką , doskonałym regionalnym greckim jedzeniem , greckim wspaniałym winem z pobliskich winnic . Kto tu przyjedzie nie będzie narzekał i nie będzie się nudził . Polecam",wieczór,positive
"Wspaniały hotel , doskonałe posiłki , przemiła obsługa , czysto , elegancko jak na hotel przystało . blisko do morza , miasta . W każdy piątek doskonała atrakcja "" Grecki wieczór "" z żywą muzyką , doskonałym regionalnym greckim jedzeniem , greckim wspaniałym winem z pobliskich winnic . Kto tu przyjedzie nie będzie narzekał i nie będzie się nudził . Polecam",żywą muzyką,positive
"Wspaniały hotel , doskonałe posiłki , przemiła obsługa , czysto , elegancko jak na hotel przystało . blisko do morza , miasta . W każdy piątek doskonała atrakcja "" Grecki wieczór "" z żywą muzyką , doskonałym regionalnym greckim jedzeniem , greckim wspaniałym winem z pobliskich winnic . Kto tu przyjedzie nie będzie narzekał i nie będzie się nudził . Polecam",regionalnym greckim jedzeniem,positive
"Wspaniały hotel , doskonałe posiłki , przemiła obsługa , czysto , elegancko jak na hotel przystało . blisko do morza , miasta . W każdy piątek doskonała atrakcja "" Grecki wieczór "" z żywą muzyką , doskonałym regionalnym greckim jedzeniem , greckim wspaniałym winem z pobliskich winnic . Kto tu przyjedzie nie będzie narzekał i nie będzie się nudził . Polecam",greckim wspaniałym winem,positive
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",hotel,negative
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",meble,negative
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",pościel,negative
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",jedzenie,negative
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",stołówka,positive
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",obsługa,positive
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",basen,positive
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",woda,positive
"hotel wymaga remontu , meble stare wysłużone , pościel zżółkła , jedzenie zróżnicowane i duży wybór jednak bardzo słaba jakość , stołówka brudna , obsługa raczej miła jednak podczas pobytu ani razu nie posprzątała pokoju , basen ok , woda czysta , ratownik nie zainteresowany niczym tylko telefonem , hotel w miarę blisko centrum złotych piasków i plaży .",ratownik,positive
"Wykłady prowadzone jasno , bez niedomówień - w zasadzie jak dla uczniów liceum . Zadania na kolokwiach do złudzenia przypominają te robione na wykładzie ; ) Atmosfera zajęć miła i profesjonalna . No i naprawdę , nie znam nikogo kto powiedział by złe słowo na panią doktor .",Wykłady,positive
"Wykłady prowadzone jasno , bez niedomówień - w zasadzie jak dla uczniów liceum . Zadania na kolokwiach do złudzenia przypominają te robione na wykładzie ; ) Atmosfera zajęć miła i profesjonalna . No i naprawdę , nie znam nikogo kto powiedział by złe słowo na panią doktor .",Zadania,positive
"Wykłady prowadzone jasno , bez niedomówień - w zasadzie jak dla uczniów liceum . Zadania na kolokwiach do złudzenia przypominają te robione na wykładzie ; ) Atmosfera zajęć miła i profesjonalna . No i naprawdę , nie znam nikogo kto powiedział by złe słowo na panią doktor .",Atmosfera,positive
"Wykłady prowadzone jasno , bez niedomówień - w zasadzie jak dla uczniów liceum . Zadania na kolokwiach do złudzenia przypominają te robione na wykładzie ; ) Atmosfera zajęć miła i profesjonalna . No i naprawdę , nie znam nikogo kto powiedział by złe słowo na panią doktor .",panią,positive
"Standard hotelu nie adekwatny do ceny , pokoje wymagają remontu , brudne wykładziny , obdrapane meble i baranek na ścianach to chyba nie standard hotelu 4 gwiazdkowego ? Obsługa w recepcji bez uśmiechu i profesjonalizmu . Bardzo bardzo słabo - zdecydowanie odradzam",pokoje,negative
"Standard hotelu nie adekwatny do ceny , pokoje wymagają remontu , brudne wykładziny , obdrapane meble i baranek na ścianach to chyba nie standard hotelu 4 gwiazdkowego ? Obsługa w recepcji bez uśmiechu i profesjonalizmu . Bardzo bardzo słabo - zdecydowanie odradzam",wykładziny,negative
"Standard hotelu nie adekwatny do ceny , pokoje wymagają remontu , brudne wykładziny , obdrapane meble i baranek na ścianach to chyba nie standard hotelu 4 gwiazdkowego ? Obsługa w recepcji bez uśmiechu i profesjonalizmu . Bardzo bardzo słabo - zdecydowanie odradzam",meble,negative
"Standard hotelu nie adekwatny do ceny , pokoje wymagają remontu , brudne wykładziny , obdrapane meble i baranek na ścianach to chyba nie standard hotelu 4 gwiazdkowego ? Obsługa w recepcji bez uśmiechu i profesjonalizmu . Bardzo bardzo słabo - zdecydowanie odradzam",Obsługa,negative
"W mojej ocenie dr Romanik jest lekarzem wybitnym . Bardzo ciepła , cierpliwa , wyczerpująco wyjaśnia sposób leczenia , nie odmawia pomocy telefonicznej w prywatnym czasie . Jej diagnozy są zawsze trafne . Moje dziecko jest alergikiem ale w zasadzie zapomniała m o kłopotach z tym związanych dzięki skutecznej terapi Pani Anny . Mama małej Krysi",dr,positive
"W mojej ocenie dr Romanik jest lekarzem wybitnym . Bardzo ciepła , cierpliwa , wyczerpująco wyjaśnia sposób leczenia , nie odmawia pomocy telefonicznej w prywatnym czasie . Jej diagnozy są zawsze trafne . Moje dziecko jest alergikiem ale w zasadzie zapomniała m o kłopotach z tym związanych dzięki skutecznej terapi Pani Anny . Mama małej Krysi",lekarzem,positive
Zdecydowanie polecam ten hotel . Lokalizacja jest idealna - Warszawskie Powiśle z którego można szybko dostać się do centrum miasta . Cena bardzo przystępna jak na tą lokalizację . Pokoje czyste i schludne a obsługa hotelu bardzo miła ! Ze śniadań nie korzystała m więc się nie wypowiem : ),hotel,positive
Zdecydowanie polecam ten hotel . Lokalizacja jest idealna - Warszawskie Powiśle z którego można szybko dostać się do centrum miasta . Cena bardzo przystępna jak na tą lokalizację . Pokoje czyste i schludne a obsługa hotelu bardzo miła ! Ze śniadań nie korzystała m więc się nie wypowiem : ),Lokalizacja,positive
Zdecydowanie polecam ten hotel . Lokalizacja jest idealna - Warszawskie Powiśle z którego można szybko dostać się do centrum miasta . Cena bardzo przystępna jak na tą lokalizację . Pokoje czyste i schludne a obsługa hotelu bardzo miła ! Ze śniadań nie korzystała m więc się nie wypowiem : ),Cena,positive
Zdecydowanie polecam ten hotel . Lokalizacja jest idealna - Warszawskie Powiśle z którego można szybko dostać się do centrum miasta . Cena bardzo przystępna jak na tą lokalizację . Pokoje czyste i schludne a obsługa hotelu bardzo miła ! Ze śniadań nie korzystała m więc się nie wypowiem : ),Pokoje,positive
Zdecydowanie polecam ten hotel . Lokalizacja jest idealna - Warszawskie Powiśle z którego można szybko dostać się do centrum miasta . Cena bardzo przystępna jak na tą lokalizację . Pokoje czyste i schludne a obsługa hotelu bardzo miła ! Ze śniadań nie korzystała m więc się nie wypowiem : ),obsługa,positive
Zdecydowanie polecam ten hotel . Lokalizacja jest idealna - Warszawskie Powiśle z którego można szybko dostać się do centrum miasta . Cena bardzo przystępna jak na tą lokalizację . Pokoje czyste i schludne a obsługa hotelu bardzo miła ! Ze śniadań nie korzystała m więc się nie wypowiem : ),śniadań,positive
"Ten hotel jest położony w doskonałej lokalizacji . Jego pracownicy są bardzo przyjaźni i pomocni . Mieli śmy pokój przechodni co było piękne , a łóżka są bardzo wygodne . Jedyne co mogę zarzucić jest jedzenie w menu dla dzieci . Nie ma dobrego wybóru , ale na plus pozwalają na zamówienie na pizzę . Polecam ten hotel .",hotel,positive
"Ten hotel jest położony w doskonałej lokalizacji . Jego pracownicy są bardzo przyjaźni i pomocni . Mieli śmy pokój przechodni co było piękne , a łóżka są bardzo wygodne . Jedyne co mogę zarzucić jest jedzenie w menu dla dzieci . Nie ma dobrego wybóru , ale na plus pozwalają na zamówienie na pizzę . Polecam ten hotel .",lokalizacji,positive
"Ten hotel jest położony w doskonałej lokalizacji . Jego pracownicy są bardzo przyjaźni i pomocni . Mieli śmy pokój przechodni co było piękne , a łóżka są bardzo wygodne . Jedyne co mogę zarzucić jest jedzenie w menu dla dzieci . Nie ma dobrego wybóru , ale na plus pozwalają na zamówienie na pizzę . Polecam ten hotel .",pracownicy,positive
"Ten hotel jest położony w doskonałej lokalizacji . Jego pracownicy są bardzo przyjaźni i pomocni . Mieli śmy pokój przechodni co było piękne , a łóżka są bardzo wygodne . Jedyne co mogę zarzucić jest jedzenie w menu dla dzieci . Nie ma dobrego wybóru , ale na plus pozwalają na zamówienie na pizzę . Polecam ten hotel .",pokój przechodni,positive
"Ten hotel jest położony w doskonałej lokalizacji . Jego pracownicy są bardzo przyjaźni i pomocni . Mieli śmy pokój przechodni co było piękne , a łóżka są bardzo wygodne . Jedyne co mogę zarzucić jest jedzenie w menu dla dzieci . Nie ma dobrego wybóru , ale na plus pozwalają na zamówienie na pizzę . Polecam ten hotel .",łóżka,negative
"Ten hotel jest położony w doskonałej lokalizacji . Jego pracownicy są bardzo przyjaźni i pomocni . Mieli śmy pokój przechodni co było piękne , a łóżka są bardzo wygodne . Jedyne co mogę zarzucić jest jedzenie w menu dla dzieci . Nie ma dobrego wybóru , ale na plus pozwalają na zamówienie na pizzę . Polecam ten hotel .",jedzenie,negative
"Ten hotel jest położony w doskonałej lokalizacji . Jego pracownicy są bardzo przyjaźni i pomocni . Mieli śmy pokój przechodni co było piękne , a łóżka są bardzo wygodne . Jedyne co mogę zarzucić jest jedzenie w menu dla dzieci . Nie ma dobrego wybóru , ale na plus pozwalają na zamówienie na pizzę . Polecam ten hotel .",menu,negative
"wizyta rozpoczęła się z około 40 min . opóźnieniem , za które p . doktor przeprosiła i które wytłumaczyła , nie była jednak przygotowana do wizyty ( nie zapoznała się wcześniej z dokumentacją medyczną ) , odnoszę wrażenie , że postawiona diagnoza była nieco na chybił trafił , podobnie jak zaproponowane leczenie .",doktor,negative
"wizyta rozpoczęła się z około 40 min . opóźnieniem , za które p . doktor przeprosiła i które wytłumaczyła , nie była jednak przygotowana do wizyty ( nie zapoznała się wcześniej z dokumentacją medyczną ) , odnoszę wrażenie , że postawiona diagnoza była nieco na chybił trafił , podobnie jak zaproponowane leczenie .",diagnoza,negative
"Spędziła m w Podkarpackich pokojach 5 dni , jak na tę cenę niczego nie mogę zarzucić - czysto i schludnie . W pokoju TV , czajnik bezprzewodowy i dwa kubki . Jedyne co do poprawy - opróżnianie kosza na śmieci , powinno być częstsze . Doatkowo na plus miła i uczynna obsługa . Generalnie miło i przyjemne ; )",pokojach,positive
"Spędziła m w Podkarpackich pokojach 5 dni , jak na tę cenę niczego nie mogę zarzucić - czysto i schludnie . W pokoju TV , czajnik bezprzewodowy i dwa kubki . Jedyne co do poprawy - opróżnianie kosza na śmieci , powinno być częstsze . Doatkowo na plus miła i uczynna obsługa . Generalnie miło i przyjemne ; )",cenę,positive
"Spędziła m w Podkarpackich pokojach 5 dni , jak na tę cenę niczego nie mogę zarzucić - czysto i schludnie . W pokoju TV , czajnik bezprzewodowy i dwa kubki . Jedyne co do poprawy - opróżnianie kosza na śmieci , powinno być częstsze . Doatkowo na plus miła i uczynna obsługa . Generalnie miło i przyjemne ; )",TV,positive
"Spędziła m w Podkarpackich pokojach 5 dni , jak na tę cenę niczego nie mogę zarzucić - czysto i schludnie . W pokoju TV , czajnik bezprzewodowy i dwa kubki . Jedyne co do poprawy - opróżnianie kosza na śmieci , powinno być częstsze . Doatkowo na plus miła i uczynna obsługa . Generalnie miło i przyjemne ; )",czajnik,positive
"Spędziła m w Podkarpackich pokojach 5 dni , jak na tę cenę niczego nie mogę zarzucić - czysto i schludnie . W pokoju TV , czajnik bezprzewodowy i dwa kubki . Jedyne co do poprawy - opróżnianie kosza na śmieci , powinno być częstsze . Doatkowo na plus miła i uczynna obsługa . Generalnie miło i przyjemne ; )",obsługa,positive
prof W . Mulak Chemia analityczna I - wykład [ / b ] pod opinią Itarilde mogę się tylko podpisać - nic dodać nic ująć : ),prof,positive
prof W . Mulak Chemia analityczna I - wykład [ / b ] pod opinią Itarilde mogę się tylko podpisać - nic dodać nic ująć : ),wykład,neutral
"Mega nie wygodne łóżka zlew na środku pokoju 1 mydło i 2 ręczniki w pokoju 2 osobowym , kontakt kolo drzwi wejściowych nie polecam nikomu lepiej by m się wyspał w noclegowni brata Alberta niż w ibisie . A cena jak za hotel o 4 klasy wyższy . . .",łóżka,negative
"Mega nie wygodne łóżka zlew na środku pokoju 1 mydło i 2 ręczniki w pokoju 2 osobowym , kontakt kolo drzwi wejściowych nie polecam nikomu lepiej by m się wyspał w noclegowni brata Alberta niż w ibisie . A cena jak za hotel o 4 klasy wyższy . . .",cena,negative
"Czyste , ciche pokoje , urządzone wygodnie . W każdym pokoju łazienka z prysznicem . Mój pokój miał balkon . Personel recepcji oraz restauracji bardzo sympatyczny i chętny do pomoc . Posiłki wydawane bez problemu podawane przez kelnerki . Posiłki bardzo dobre i duże porcje . Doskonała lokalizacja tego obiektu sprawia , że jest atrakcyjny przez cały rok . Polecam .",pokoje,positive
"Czyste , ciche pokoje , urządzone wygodnie . W każdym pokoju łazienka z prysznicem . Mój pokój miał balkon . Personel recepcji oraz restauracji bardzo sympatyczny i chętny do pomoc . Posiłki wydawane bez problemu podawane przez kelnerki . Posiłki bardzo dobre i duże porcje . Doskonała lokalizacja tego obiektu sprawia , że jest atrakcyjny przez cały rok . Polecam .",Personel recepcji,positive
"Czyste , ciche pokoje , urządzone wygodnie . W każdym pokoju łazienka z prysznicem . Mój pokój miał balkon . Personel recepcji oraz restauracji bardzo sympatyczny i chętny do pomoc . Posiłki wydawane bez problemu podawane przez kelnerki . Posiłki bardzo dobre i duże porcje . Doskonała lokalizacja tego obiektu sprawia , że jest atrakcyjny przez cały rok . Polecam .",Posiłki,positive
"Czyste , ciche pokoje , urządzone wygodnie . W każdym pokoju łazienka z prysznicem . Mój pokój miał balkon . Personel recepcji oraz restauracji bardzo sympatyczny i chętny do pomoc . Posiłki wydawane bez problemu podawane przez kelnerki . Posiłki bardzo dobre i duże porcje . Doskonała lokalizacja tego obiektu sprawia , że jest atrakcyjny przez cały rok . Polecam .",lokalizacja,positive
"POLECAM ! ! ! infa cw 1 babcia jest zajebista , polecam latwo u niej zaliczyc i nawet dobra ocene dostac : )",babcia,positive
"Nazwa sieci mówi sama za siebie . Sieć należy do ekstraklasy światowych hoteli . Od chwili wejścia do hotelu czujesz się tu podmiotem a nie intruzem . Elegancja , kultura i dyskrecja . Baaaardzo polecam brunch - cena niewygórowana a dania doskonale . O jakości pokojów nie ma co pisać - typowy 5 - gwiazdkowy standard . Polecam",brunch,positive
"Nazwa sieci mówi sama za siebie . Sieć należy do ekstraklasy światowych hoteli . Od chwili wejścia do hotelu czujesz się tu podmiotem a nie intruzem . Elegancja , kultura i dyskrecja . Baaaardzo polecam brunch - cena niewygórowana a dania doskonale . O jakości pokojów nie ma co pisać - typowy 5 - gwiazdkowy standard . Polecam",dania,positive
"Nazwa sieci mówi sama za siebie . Sieć należy do ekstraklasy światowych hoteli . Od chwili wejścia do hotelu czujesz się tu podmiotem a nie intruzem . Elegancja , kultura i dyskrecja . Baaaardzo polecam brunch - cena niewygórowana a dania doskonale . O jakości pokojów nie ma co pisać - typowy 5 - gwiazdkowy standard . Polecam",jakości pokojów,positive
"Mam pytanie odnosnie tego pomieszczenia do przebierania się - czy najpierw się idzie do gabinetu lekarza i ewentualnie on powie , żeby się rozebrać czy najpierw się idzie do tego pomieszczenia i od razu rozbiera ? Jak to wygląda , bo też jeszcze tam nie była m i się bardzo stresuję . . . .",pomieszczenia do przebierania się,negative
"Fatalne miejsce . Lokalizacja hotelu jest okropna , ciągle jeżdżące samochody i słaby dojazd , jeżeli ktoś podróżuje komunikacja miejską . Pokoje wysprzątane , obsługa całkiem miła i w miarę profesjonalna . W okolicy znajduje się centrum handlowe Victoria i właściwie tu się kończą punty kupna czegoś w normalnej cenie .",miejsce,negative
"Fatalne miejsce . Lokalizacja hotelu jest okropna , ciągle jeżdżące samochody i słaby dojazd , jeżeli ktoś podróżuje komunikacja miejską . Pokoje wysprzątane , obsługa całkiem miła i w miarę profesjonalna . W okolicy znajduje się centrum handlowe Victoria i właściwie tu się kończą punty kupna czegoś w normalnej cenie .",Lokalizacja,negative
"Fatalne miejsce . Lokalizacja hotelu jest okropna , ciągle jeżdżące samochody i słaby dojazd , jeżeli ktoś podróżuje komunikacja miejską . Pokoje wysprzątane , obsługa całkiem miła i w miarę profesjonalna . W okolicy znajduje się centrum handlowe Victoria i właściwie tu się kończą punty kupna czegoś w normalnej cenie .",Pokoje,positive
"Fatalne miejsce . Lokalizacja hotelu jest okropna , ciągle jeżdżące samochody i słaby dojazd , jeżeli ktoś podróżuje komunikacja miejską . Pokoje wysprzątane , obsługa całkiem miła i w miarę profesjonalna . W okolicy znajduje się centrum handlowe Victoria i właściwie tu się kończą punty kupna czegoś w normalnej cenie .",obsługa,positive
Po czterech gwiazdkach i wysokiej cenie można spodziewać się więcej niż duszny pokój z widokiem na jezioro i meliną z polskim disco w odległości 100m od okien . Na pomoc obsługi hotelu nie ma co liczyć .,cenie,negative
Po czterech gwiazdkach i wysokiej cenie można spodziewać się więcej niż duszny pokój z widokiem na jezioro i meliną z polskim disco w odległości 100m od okien . Na pomoc obsługi hotelu nie ma co liczyć .,pokój,negative
Po czterech gwiazdkach i wysokiej cenie można spodziewać się więcej niż duszny pokój z widokiem na jezioro i meliną z polskim disco w odległości 100m od okien . Na pomoc obsługi hotelu nie ma co liczyć .,jezioro,negative
Po czterech gwiazdkach i wysokiej cenie można spodziewać się więcej niż duszny pokój z widokiem na jezioro i meliną z polskim disco w odległości 100m od okien . Na pomoc obsługi hotelu nie ma co liczyć .,obsługi,negative
"Kurs : Angielski B 1 / E Może być / Średnio na jeża [ / b ] Kurs jest bardzo bezstresowy , nie ma niezapowiedzianych kartkówek , zapowiedzianych zresztą też . Są 2 testy i tzw . "" ksia ż",Kurs,neutral
"Kurs : Angielski B 1 / E Może być / Średnio na jeża [ / b ] Kurs jest bardzo bezstresowy , nie ma niezapowiedzianych kartkówek , zapowiedzianych zresztą też . Są 2 testy i tzw . "" ksia ż",Kurs,neutral
"Kurs : Angielski B 1 / E Może być / Średnio na jeża [ / b ] Kurs jest bardzo bezstresowy , nie ma niezapowiedzianych kartkówek , zapowiedzianych zresztą też . Są 2 testy i tzw . "" ksia ż",testy,neutral
Również polecam ! ! ! Gość rozumie studenta i wie że jego przedmiot nie jest najważniejszy . Zaliczenie - test z A 0 . Wykłady ciekawe ale nie trzeba na nie chodzić . Jeden z najlepszych wykładowców na PWR .,Wykłady,positive
"nie polecam na pewno nie jest to hotel 4 * może obsługa sie stara ale jest bardzo wyluzowanabrudno na stołowce , jedzenie w znikomych ilościachnie polecam w all inclusive szkoda na to pieniędzytrzeba szukac po hotelu barmana albo kogokolwiek by podszedł do balu i zrobił coś piciato jedynie hotel zeby sie przespac i zwiedza okolice bo piękna",obsługa,negative
"nie polecam na pewno nie jest to hotel 4 * może obsługa sie stara ale jest bardzo wyluzowanabrudno na stołowce , jedzenie w znikomych ilościachnie polecam w all inclusive szkoda na to pieniędzytrzeba szukac po hotelu barmana albo kogokolwiek by podszedł do balu i zrobił coś piciato jedynie hotel zeby sie przespac i zwiedza okolice bo piękna",jedzenie,negative
Najlepszy wykładowca jakiego spotkał em . Tłumaczy rewelacyjne ma poczucie humoru z zaliczeniem problemów brak .,wykładowca,positive
Najlepszy wykładowca jakiego spotkał em . Tłumaczy rewelacyjne ma poczucie humoru z zaliczeniem problemów brak .,Tłumaczy,positive
"również gorąco polecam , wszystko zostało już chyba powiedziane , sympatyczny , miły i przyjazny studentom profesor problem "" spec y",studentom profesor,positive
"zaliczenie jest na podstawie obecnosci i rozgrzewki . Kobieta jest w porządku , na stepie trzeba troche poskakac : P , ale bardzo polecam dla kogos kto chce dbac o linie .",Kobieta,neutral
"zaliczenie jest na podstawie obecnosci i rozgrzewki . Kobieta jest w porządku , na stepie trzeba troche poskakac : P , ale bardzo polecam dla kogos kto chce dbac o linie .",stepie,neutral
Wyjazd nie zaplanowany ale bardzo udany . Byli śmy tam zaledwie trzy dni jednak urlop naprawdę się udał . Hotel oddalony od centrum co miało swój urok . Sniadania i obiadokolacje roznorodne i z pewnością zadowolą każdego . Obsługa hotelowa bardzo uprzejma i profesjonalna . Dużym plusem są sauny vip .,urlop,positive
Wyjazd nie zaplanowany ale bardzo udany . Byli śmy tam zaledwie trzy dni jednak urlop naprawdę się udał . Hotel oddalony od centrum co miało swój urok . Sniadania i obiadokolacje roznorodne i z pewnością zadowolą każdego . Obsługa hotelowa bardzo uprzejma i profesjonalna . Dużym plusem są sauny vip .,Hotel,positive
Wyjazd nie zaplanowany ale bardzo udany . Byli śmy tam zaledwie trzy dni jednak urlop naprawdę się udał . Hotel oddalony od centrum co miało swój urok . Sniadania i obiadokolacje roznorodne i z pewnością zadowolą każdego . Obsługa hotelowa bardzo uprzejma i profesjonalna . Dużym plusem są sauny vip .,Sniadania,positive
Wyjazd nie zaplanowany ale bardzo udany . Byli śmy tam zaledwie trzy dni jednak urlop naprawdę się udał . Hotel oddalony od centrum co miało swój urok . Sniadania i obiadokolacje roznorodne i z pewnością zadowolą każdego . Obsługa hotelowa bardzo uprzejma i profesjonalna . Dużym plusem są sauny vip .,obiadokolacje,positive
Wyjazd nie zaplanowany ale bardzo udany . Byli śmy tam zaledwie trzy dni jednak urlop naprawdę się udał . Hotel oddalony od centrum co miało swój urok . Sniadania i obiadokolacje roznorodne i z pewnością zadowolą każdego . Obsługa hotelowa bardzo uprzejma i profesjonalna . Dużym plusem są sauny vip .,Obsługa hotelowa,positive
Wyjazd nie zaplanowany ale bardzo udany . Byli śmy tam zaledwie trzy dni jednak urlop naprawdę się udał . Hotel oddalony od centrum co miało swój urok . Sniadania i obiadokolacje roznorodne i z pewnością zadowolą każdego . Obsługa hotelowa bardzo uprzejma i profesjonalna . Dużym plusem są sauny vip .,sauny,positive
"Fizyka H 1 ( wykłady ) nie polecam , choc podobno do przejscia [ / b ] niestety nie polecam , oblala mnie kilka razy . . choc nawet w urodziny . . tez oblalem : | eh . niezbyt przyjemne . . wyklady ze slajdow dostepnych w internecie . wykuć i ujdzie zdać",wykłady,negative
